year_built,tax_assessment,finished_sq_ft,bathroom_count,bedroom_count,total_room_count,last_sold_price,zestimate_amount,valuation_low,valuation_high,percentile,page_view_count,image_count
40,536686.0,1640,2.0,3.0,8.0,1050000,1113162,1057504,1191083,52,508,0
80,61869.0,1370,2.0,3.0,6.0,701000,758234,712740,796146,58,2385,15
60,145470.0,1184,2.0,3.0,6.0,155000,176517,167691,190638,15,1184,2
60,437712.0,1840,2.0,4.0,9.0,725000,847796,754538,949532,86,1595,0
40,909996.0,1400,1.5,3.0,7.0,1265000,1232082,1010307,1379932,61,1438,4
20,628938.0,1700,2.0,3.0,8.0,600000,1084817,965487,1269236,39,2613,32
80,420106.0,1431,2.0,3.0,6.0,835000,907564,834959,980169,19,2370,19
100,1147000.0,3780,5.0,7.0,19.0,2460000,2205042,1962487,2447597,73,911,1
60,1108330.0,1548,2.0,3.0,6.0,2050000,1975739,1620106,2311615,61,1866,44
40,328880.0,2368,4.0,4.0,16.0,325000,490041,441037,534145,48,178,1
60,327215.0,1386,2.0,2.0,8.0,882000,871782,802039,967678,57,507,0
80,273476.0,1561,2.0,3.0,6.0,560000,600937,546853,630984,62,1260,16
80,73313.0,1136,2.0,3.0,5.0,1070000,1044448,877336,1159337,19,2279,26
60,74256.0,1240,2.0,3.0,7.0,2180000,1473107,1266872,1752997,53,977,0
40,454360.0,702,2.0,2.0,5.0,580000,489560,440604,543412,18,204,1
40,567080.0,3016,4.0,4.0,7.0,680000,631260,574447,694386,98,849,18
80,790245.0,2353,3.0,3.0,9.0,1035000,984567,895956,1073178,16,2480,75
60,316091.0,1040,2.0,3.0,5.0,754000,690241,641924,745460,17,2271,16
80,205483.0,1274,1.5,2.0,5.0,820000,675568,608011,770148,22,1177,26
80,547608.0,2036,2.0,4.0,8.0,840000,827476,753003,885399,71,1466,46
80,602000.0,1181,2.0,2.0,5.0,700000,1346065,1023009,1628739,42,518,0
60,190646.0,2036,3.0,4.0,4.0,300000,293728,258481,320164,31,3354,1
40,861900.0,1614,2.0,3.0,8.0,3200000,1504923,1203938,1805908,50,2928,0
40,265830.0,2100,2.0,4.0,7.0,355000,374202,344266,415364,44,765,1
80,63554.0,1574,2.0,4.0,8.0,783000,628383,596964,672370,22,1429,36
60,405906.0,3190,3.0,4.0,8.0,1500000,1685963,1534226,1888279,68,2631,0
60,556067.0,1759,2.0,3.0,5.0,708277,830067,755361,896472,45,6115,20
100,450000.0,1325,3.0,2.0,6.0,540000,533002,495692,570312,23,2361,15
80,1372970.0,2852,4.0,6.0,12.0,1480000,1637554,1441048,1768558,90,11955,11
100,939049.0,3476,4.5,3.0,10.0,1560000,1889130,1719108,2078043,86,869,75
